Commit ID,sw_adaptive,sw_corrective,sw_perfective,nfr_mainainability,nfr_usability,nfr_functionality,nfr_reliability,nfr_efficiency,nfr_portability,hl_forward,hl_reengineering,hl_corrective,hl_management,Commiter ID,Commit Message
233,0,1,0,0,0,1,0,0,0,0,0,1,0,14,DELTASPIKE-277 improve graphene setup
234,0,1,0,0,0,1,0,0,0,0,0,1,0,14,DELTASPIKE-277 fix JsfMessageProducer
235,0,1,0,1,0,0,0,0,0,0,1,1,0,14,DELTASPIKE-277 add missing beans.xml
236,0,0,1,1,0,0,0,0,0,0,1,0,0,14,DELTASPIKE-277 fix JsfMessageProducer type detection
237,0,0,1,1,0,0,0,0,0,0,1,0,0,14,DELTAPIKE-277 first warp test for JsfMessage
238,1,0,0,0,0,0,0,1,0,1,0,0,0,14,add tomee build leftovers to .gitignore
239,0,0,1,1,0,0,0,0,0,0,1,0,0,14,DELTASPIKE-277 create a proper unit test and remove unused imports
240,0,1,0,0,0,1,0,0,0,0,0,1,0,14,DELTASPIKE-277 fix missing license header
241,0,0,1,0,0,0,0,0,0,0,0,0,1,14,upgrade Arquillian Drone to 1.1.0.CR3
242,0,1,0,1,0,1,0,0,0,0,0,1,0,14,enable checkstyle reporting on the commandline  catched by Arne
243,1,0,0,0,0,1,0,0,0,1,0,0,0,14,"DELTASPIKE-281 add LocaleResolver for JSF projects  if a ViewRoot is available, we take the Locale from there."
244,1,0,0,0,0,1,0,0,0,1,0,0,0,14,DELTASPIKE-281 add unit test and fix some bugs in the locale mechanism
245,0,1,0,0,0,1,0,0,0,0,0,1,0,14,CDI-279 add a unit test for our JSF-2-CDI scope mapping
246,0,1,0,0,0,1,0,0,0,0,0,1,0,14,upgrade to more recent weld-arquillian version
247,0,1,0,0,0,0,0,0,0,0,0,1,0,14,move properties section to the top of the pom
248,0,1,0,0,0,0,0,0,0,0,0,1,0,14,upgrade tomee and openejb to released versions
249,0,1,0,0,0,1,0,0,0,0,0,1,0,14,get rid of empty if statement
250,0,1,0,0,0,1,0,0,0,0,0,1,0,14,DELTASPIKE-80 fix concurrency/visibility issue
251,0,1,0,0,0,1,0,0,0,0,0,1,0,14,DELTASPIKE-286 Comparators should be Serializable
252,0,1,0,0,0,1,0,0,0,0,0,1,0,14,DELTASPIKE-241 new weld-arquillian container fixes BDA issues
253,0,0,1,1,0,0,0,0,0,0,1,0,0,15,gnome-keyring-1: Fix GNOME_KEYRING_ constant bindings  Fixes bug 556632.
254,0,1,0,0,0,1,0,0,0,0,0,1,0,15,"glib-2.0: Add more GMarkup bindings  Add g_markup_collect_attributes, g_markup_parser_context_push, g_markup_parser_context_pop, and GMarkupCollectType bindings, based on patch by Yu Feng, fixes bug 564704."
255,0,1,0,0,0,1,0,0,0,0,0,1,0,15,"glib-2.0: Fix GIOFlags binding  Prepend IS_ to IOFlags.READABLE, WRITEABLE, and SEEKABLE, fixes bug 567387."
256,0,1,0,0,0,1,0,0,0,0,0,1,0,15,"gdk-2.0: Fix gdk_property_change binding  The data parameter to gdk_property_change should not include array length, fixes bug 583235."
257,1,0,0,0,1,1,0,0,0,1,0,0,0,15,librsvg-2.0: rsvg_handle_new_from_data takes an array  Fixes bug 583475.
258,0,1,0,0,0,0,0,0,0,0,0,1,0,15,gdk-2.0: Fix GdkNativeWindow binding  Fixes bug 587157.
259,0,1,0,0,0,1,0,0,0,0,0,1,0,15,"pangocairo: Fix pango_cairo_create_* bindings  pango_cairo_create_{context,layout} transfer ownership, fixes bug 587840."
260,0,1,0,0,0,0,0,0,1,0,0,1,0,15,Use (s)size_t instead of (u)long in several string methods  Fixes bug 577352.
261,1,1,0,0,0,1,0,0,0,1,0,1,0,15,vapigen: Support overriding memory management functions in metadata  Fixes bug 589307.
262,1,0,0,0,0,1,0,0,0,1,0,0,0,15,pango: Various PangoAttribute-related fixes  Fixes bug 587645.
263,1,0,0,0,0,1,0,0,0,1,0,0,0,15,vapigen: Make quotes around metadata arguments optional  Fixes bug 588171.
264,0,1,0,0,0,1,0,0,0,0,1,0,0,15,Make many copy methods transfer ownership  Fixes bug 589309.
265,1,0,0,0,0,1,0,0,0,0,0,0,1,15,libusb: Numerous improvements to the API  Fixes bug 589910.
266,1,0,0,0,0,1,0,0,0,1,0,0,0,15,"libftdi: Update to libftdi-0.16, adapt to libusb changes  Fixes bug 589911."
267,1,0,0,0,0,1,0,0,0,1,0,0,0,15,Add libusb-1.0 bindings  Fixes bug 589913.
268,0,1,0,0,0,0,0,0,0,0,0,1,0,15,glib-2.0: time_t does not have a type_id  Fixes bug 587150.
269,0,1,0,0,0,1,0,0,0,0,0,1,0,15,glib-2.0: add GLib.HashTable.foreach  Fixes bug 577365.
270,1,0,0,0,0,1,0,0,0,1,0,0,0,15,zlib: Many enhancements for memory/stream based operations  Fixes bug 577804.
271,0,1,0,0,0,1,0,0,0,0,0,1,0,15,libpanelapplet-2.0: Add PanelAppletOrient and some missing methods  Fixes bug 590544.
272,0,1,0,0,0,1,0,0,0,0,1,0,0,15,gtk+-2.0: Fix gtk_tree_view_get_columns binding  TreeView.get_columns returns a GList of unowned GtkTreeViewColumn.  Fixes bug 591191.
273,0,1,0,0,0,0,0,0,0,0,0,1,0,16,libgnome-2.0: Fix gnome_execute_* bindings.  Fixes bug 599346.
274,0,1,0,0,0,1,0,0,0,0,0,1,0,16,"libosso: Use tabs instead of spaces, do not spread methods across multiple lines."
275,1,0,0,0,0,1,0,0,0,1,0,0,0,16,gdk-2.0: Fix Gdk.Device.get_axis binding.  Fixes bug 598834.
276,1,0,0,0,0,1,0,0,0,1,0,0,0,16,"libgdata: Fix query_all_albums, several type check functions, regenerate.  Fixes bug 597191."
277,1,0,0,1,0,0,0,0,0,0,1,0,0,16,glib-2.0: replace many (u)long variables with (s)size_t and time_t  Fixes bug 592188.
278,1,0,0,0,0,1,0,0,0,1,0,0,0,16,"Don't use ""using"" in *.vapi.  Fixes bug 593195."
279,1,0,0,0,0,1,0,0,0,1,0,0,0,16,Add ccss-1 and remove gl-1.0 from vapi/Makefile.am
280,0,1,0,0,0,1,0,0,0,0,0,1,0,16,"libgsf-1: Update to 1.14.16, regenerate.  Partially fixes bug 600295."
281,0,1,0,0,0,1,0,0,0,0,0,1,0,16,gtk+-2.0: make several Gtk.Entry.set_icon_* parameters nullable.  Fixes bug 600597.
282,1,0,0,0,0,1,0,0,0,1,0,0,0,16,"gtk+-2.0: Mark Gtk.Widget.can_focus as not having an accessor method, to preserve compatibility with GTK+ < 2.18.  Fixes bug 601221."
283,0,1,0,0,0,1,0,0,0,0,0,1,0,16,gtk+-2.0: Mark adjustment argument to GtkV/HScrollbar as nullable.  Fixes bug 597622.
284,0,1,0,0,0,0,0,0,0,0,0,1,0,16,gdk-pixbuf-2.0: Allow Gdk.PixbufLoader.write to specify array length.  Fixes bug 597870.
285,0,1,0,0,0,1,0,0,0,0,0,1,0,16,"posix: Fix FILE bindings (copy from GLib.FileStream), and add popen.  Fixes bug 595880."
286,0,0,1,0,0,0,0,0,0,0,0,0,1,16,glib-2.0: Fix GLib.ValueArray.values binding.
287,0,1,0,0,0,1,0,0,0,0,0,1,0,16,gtk+-2.0: nullability fixes for GtkToolButton and descendants.  Fixes bug 602273.
288,1,1,0,0,0,1,0,0,0,0,0,1,0,16,gtk+-2.0: Gtk.SelectionData.get_data does not return an array length.  Fixes bug 602776.
289,0,1,0,0,0,1,0,0,0,0,0,1,0,16,unique-1.0: update to unique-1.1.6.  Fixes bug 603609.
290,0,1,0,0,0,1,0,0,0,0,1,0,0,16,clutter-1.0: Clutter.get_option_group* functions transfer ownership.  Fixes bug 602688.
291,0,1,0,0,0,1,0,0,0,0,0,1,0,16,Fix some typos in CCode attributes.
292,0,1,0,0,0,1,0,0,0,0,0,1,0,16,gio-2.0: Fix many async functions which don't end in _async.  Fixes bug 598657.
293,0,1,0,0,0,0,0,0,0,0,0,1,0,16,gtk+-2.0: Fix Gtk.Notebook.switch_page signal binding.  Fixes bug 604746.
294,0,1,0,0,0,1,0,0,0,0,0,1,0,16,gtk+-2.0: Gtk.get_current_event_state's argument should be out.  Fixes bug 603751.
295,1,0,0,0,0,1,0,0,0,1,0,0,0,16,gstreamer-controller-0.10: Fix Gst.LFOWaveform enum.  Fixes bug 603725.
296,0,1,0,0,0,1,0,0,0,0,0,1,0,16,gstreamer-0.10: Gst.Value.get/set_date expect a GLib.Date.  Fixes bug 601766.
297,0,1,0,0,0,1,0,0,0,0,0,1,0,16,"gio-2.0: Several ownership fixes, mostly in GResolver.  Fixes bug 604969."
298,0,1,0,0,0,1,0,0,0,0,0,1,0,16,libsoup-2.4: Fix soup_message_headers_get_content_type binding.  Fixes bug 604907.
299,0,0,1,0,0,0,0,0,0,0,0,0,1,16,cogl-1.0: Cogl.Texture.from_data data does not provide array length.  Fixes bug 604108.
300,0,0,1,1,0,0,0,0,0,0,1,0,0,16,gstreamer-0.10: Add type_id for Gst.Structure.
301,0,1,0,0,0,1,0,0,0,0,0,1,0,16,"gconf-2.0: several ownership and nullability fixes.  Based on patch by Michal Hruby, fixes bug 605449."
302,0,1,0,0,0,1,0,0,0,0,0,1,0,16,gio-2.0: argument to BufferedInputStream.peek_buffer should be out  Fixes bug 606627.
303,0,1,0,0,0,1,0,0,0,0,0,1,0,16,mysql: Fix mysql_init binding.  Fixes bug 603085.
304,1,0,0,0,0,1,0,0,0,1,0,0,0,16,dbus-glib-1: Add bindings for DBusGProxy::destroy signal.
305,1,0,0,0,1,1,0,0,0,1,0,0,0,16,"libsoup-2.4: SoupMessageBody.data should be uing8[], not string.  Fixes bug 605862."
306,0,1,0,0,0,0,0,0,0,0,0,1,0,16,gtk+-2.0: Gtk.MessageDialog:buttons does not have an accessor method  Fixes bug 607992.
307,1,0,0,0,1,1,0,0,0,1,0,0,0,17,json-glib-1.0: always include json-glib.h  Fixes bug 605924.
308,1,0,0,0,1,1,0,0,0,1,0,0,0,17,gdk-2.0: Fix types of several Gdk.Event*.state fields  Fixes bug 607337.
309,1,0,0,0,1,1,0,0,0,1,0,0,0,17,gtk+-2.0: Fix gtk_combo_box_set_row_separator_func binding  Fixes bug 606919.
310,1,0,0,0,1,1,0,0,0,1,0,0,0,17,"glib-2.0: revert previous patch against MarkupParser callbacks.  The new version sacrificed usability for theoretical correctness, and was not well received."
311,1,0,0,0,0,1,0,0,0,1,0,0,0,17,tracker-indexer-module-1.0: regenerate
312,1,0,0,0,0,1,0,0,0,1,0,0,0,17,cairo: Use closure param to ReadFunc and WriteFunc for delegate target
313,1,1,0,0,1,1,0,0,0,1,0,1,0,17,Change many static delegates to has_target = false
314,1,0,0,0,1,1,0,0,0,1,0,0,0,17,libsoup-2.4: nullability fixes for Soup.MessageHeaders methods  Fixes bug 604907.
315,1,0,0,0,1,1,0,0,0,1,0,0,0,17,Update delegate has_target syntax in *-custom.vala
316,1,0,0,0,0,1,0,0,0,1,0,0,0,17,gdk-2.0: update to 2.18.6  Fixes bug 609293.
317,0,0,1,0,0,0,0,0,0,0,0,0,1,17,libxml-2.0: Fix instance position in several methods  Fixes bug 609814.
318,0,1,0,1,0,0,1,0,0,0,0,1,0,17,glib-2.0: Make GLib.String.erase erase the entire string by default
319,1,0,0,1,0,0,0,0,0,0,1,0,0,17,gio-unix-2.0: update to 2.22.4  Fixes bug 610074.
320,0,0,1,0,0,0,0,0,0,0,0,0,1,17,glib-2.0: locale arguments to KeyFile methods should be nullable  Fixes bug 609145.
321,0,1,0,0,1,0,0,0,0,0,0,1,0,17,vapigen: fix changing the type_name of an array field via metadata
322,0,0,0,0,0,0,0,0,0,0,0,0,1,17,gstreamer-0.10: Clean up Gst.Buffer.data binding  Fixes bug 610330.
323,0,0,1,0,0,0,0,0,0,0,0,0,1,17,gio-2.0: nullability fixes for g_file_replace_contents  Fixes bug 611282.
324,0,0,1,1,0,0,0,0,0,0,0,0,1,17,goocanvas: Correct cname of Goo.CanvasImage.create  Fixes bug 612221.
325,0,1,0,0,1,1,0,0,0,0,0,1,0,17,libsoup-2.4: Make Soup.Session.queue_message callback nullable  Fixes bug 612050.
326,0,1,0,0,0,1,1,0,0,0,0,1,0,17,sdl: Remove unnecessary argument to SDL.Key.get_keys
327,1,0,0,0,0,1,0,0,0,1,0,0,0,17,gstreamer-netbuffer-0.10: Hide Gst.NetBufferClass
328,0,0,1,0,0,0,0,0,0,0,0,0,1,17,gstreamer-video-0.10: don't hide Gst.VideoFormat members
329,0,1,0,0,1,0,1,0,0,0,0,1,0,17,vapigen: Improve support for type_arguments  Fixes bug 609693.
330,0,0,1,0,0,0,0,0,0,0,0,0,1,17,gtk+-2.0: Add many missing type arguments  Partially fixes bug 609875.
331,0,0,1,0,0,0,0,0,0,0,0,0,1,17,gdk-2.0: Mark Gdk.Region.get_rectangles rectangles param as out  Fixes bug 612632.
332,0,0,1,0,0,0,0,0,0,0,0,0,1,17,gtk+-2.0: Fix several GtkIMContext-related bindings  Fixes bug 611533.
333,0,0,0,0,0,0,0,0,0,0,0,0,1,17,gtk+-2.0: Make GtkContainer::set_focus_child's argument nullable  Fixes bug 611492.
334,0,1,0,0,1,1,0,0,0,0,0,1,0,17,gtk+-2.0: Hide many unwanted user data and destroy notify arguments  Fixes bug 611021.
335,0,1,0,0,0,0,1,0,0,0,0,1,0,17,"librsvg-2.0: Update to 2.26.0, remove librsvg-2.0-custom.vala"
336,1,0,0,0,0,1,0,0,0,1,0,0,0,17,libgnomeui-2.0: Update to 2.24.2.
337,1,0,0,1,0,0,0,0,0,1,0,0,0,17,json-glib-1.0: Use metadata instead of json-glib-1.0-custom.vala
338,1,0,0,0,1,0,0,0,0,1,0,0,0,17,glib-2.0: Use strtol instead of atol for string.to_long
339,0,0,1,0,0,0,0,0,0,0,0,0,1,17,Regenerate all bindings
340,0,1,0,0,1,0,0,0,0,0,0,1,0,17,Make all Literal constructors accept null SourceReferences
